"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571
"2",29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571,29.1428571428571
"3",57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617
"4",57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617,57.531914893617
"5",142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443
"6",142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443
"7",142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443
"8",142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443,142.379746835443
"9",63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333
"10",63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333,63.0833333333333
"11",73.6781115879828,73.6781115879828,73.6781115879828,73.6781115879828,73.6781115879828,73.6781115879828,73.6781115879828,73.6781115879828,73.6781115879828,73.6781115879828,73.6781115879828,73.6781115879828,73.6781115879828,73.6781115879828,73.6781115879828,73.6781115879828
"12",128.866666666667,128.866666666667,128.866666666667,128.866666666667,128.866666666667,128.866666666667,128.866666666667,128.866666666667,128.866666666667,128.866666666667,128.866666666667,128.866666666667,128.866666666667,128.866666666667,128.866666666667,128.866666666667
"13",78.0822368421053,78.0822368421053,78.0822368421053,78.0822368421053,78.0822368421053,78.0822368421053,78.0822368421053,78.0822368421053,78.0822368421053,78.0822368421053,78.0822368421053,78.0822368421053,78.0822368421053,78.0822368421053,78.0822368421053,78.0822368421053
"14",78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909
"15",78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909
"16",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"17",74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774
"18",74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774
"19",74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774
"20",74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774
"21",74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774
"22",74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774
"23",72.7878260869565,72.7878260869565,72.7878260869565,72.7878260869565,72.7878260869565,72.7878260869565,72.7878260869565,72.7878260869565,72.7878260869565,72.7878260869565,72.7878260869565,72.7878260869565,72.7878260869565,72.7878260869565,72.7878260869565,72.7878260869565
"24",61.5503731343284,61.5503731343284,61.5503731343284,61.5503731343284,61.5503731343284,61.5503731343284,61.5503731343284,61.5503731343284,61.5503731343284,61.5503731343284,61.5503731343284,61.5503731343284,61.5503731343284,61.5503731343284,61.5503731343284,61.5503731343284
"25",61.9605370219691,61.9605370219691,61.9605370219691,61.9605370219691,61.9605370219691,61.9605370219691,61.9605370219691,61.9605370219691,61.9605370219691,61.9605370219691,61.9605370219691,61.9605370219691,61.9605370219691,61.9605370219691,61.9605370219691,61.9605370219691
"26",74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774
"27",74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774
"28",78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909,78.9090909090909
"29",71.2201834862385,71.2201834862385,71.2201834862385,71.2201834862385,71.2201834862385,71.2201834862385,71.2201834862385,71.2201834862385,71.2201834862385,71.2201834862385,71.2201834862385,71.2201834862385,71.2201834862385,71.2201834862385,71.2201834862385,71.2201834862385
"30",75.9166666666667,75.9166666666667,75.9166666666667,75.9166666666667,75.9166666666667,75.9166666666667,75.9166666666667,75.9166666666667,75.9166666666667,75.9166666666667,75.9166666666667,75.9166666666667,75.9166666666667,75.9166666666667,75.9166666666667,75.9166666666667
"31",74.8944099378882,74.8944099378882,74.8944099378882,74.8944099378882,74.8944099378882,74.8944099378882,74.8944099378882,74.8944099378882,74.8944099378882,74.8944099378882,74.8944099378882,74.8944099378882,74.8944099378882,74.8944099378882,74.8944099378882,74.8944099378882
"32",74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774
"33",70.941975308642,70.941975308642,70.941975308642,70.941975308642,70.941975308642,70.941975308642,70.941975308642,70.941975308642,70.941975308642,70.941975308642,70.941975308642,70.941975308642,70.941975308642,70.941975308642,70.941975308642,70.941975308642
"34",74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774
"35",74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774
"36",72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025
"37",74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774,74.8548387096774
"38",206.577339901478,206.577339901478,206.577339901478,206.577339901478,206.577339901478,206.577339901478,206.577339901478,206.577339901478,206.577339901478,206.577339901478,206.577339901478,206.577339901478,206.577339901478,206.577339901478,206.577339901478,206.577339901478
"39",57.6806722689076,57.6806722689076,57.6806722689076,57.6806722689076,57.6806722689076,57.6806722689076,57.6806722689076,57.6806722689076,57.6806722689076,57.6806722689076,57.6806722689076,57.6806722689076,57.6806722689076,57.6806722689076,57.6806722689076,57.6806722689076
"40",479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479
